Date,GC=F,SI=F,PL=F,HG=F,PA=F,CL=F,ZC=F,ZO=F,KE=F,ZR=F,ZM=F,ZL=F,ZS=F,GF=F,HE=F,LE=F,CC=F,KC=F,CT=F,SB=F
2020-01-29,1569.800048828125,17.430999755859375,968.5999755859375,2.553499937057495,2247.199951171875,53.33000183105469,384.25,307.75,472.0,1366.5,296.1000061035156,31.520000457763672,893.0,142.10000610351562,64.30000305175781,121.75,2727.0,102.05000305175781,70.05999755859375,14.489999771118164
2020-01-30,1583.5,17.95199966430664,977.0999755859375,2.5234999656677246,2237.60009765625,52.13999938964844,379.5,305.5,471.0,1356.0,291.5,30.6299991607666,876.25,142.4499969482422,61.29999923706055,121.7750015258789,2801.0,101.5,69.05000305175781,14.59000015258789
2020-01-31,1582.9000244140625,17.972000122070312,959.2000122070312,2.5199999809265137,2246.60009765625,51.560001373291016,381.25,303.75,465.5,1361.0,291.0,29.940000534057617,872.5,136.0749969482422,57.125,121.375,2777.0,102.6500015258789,67.5,14.609999656677246
2020-02-03,1577.199951171875,17.639999389648438,968.0,2.513000011444092,2255.39990234375,50.11000061035156,378.75,300.25,466.75,1356.5,289.79998779296875,30.290000915527344,877.0,136.64999389648438,56.29999923706055,121.67500305175781,2734.0,97.9000015258789,66.83999633789062,14.890000343322754
2020-02-04,1550.4000244140625,17.527999877929688,963.4000244140625,2.547499895095825,2357.5,49.61000061035156,382.25,308.0,467.25,1358.5,288.5,30.729999542236328,879.5,137.5,56.75,121.625,2757.0,98.1500015258789,67.3499984741211,14.710000038146973
2020-02-05,1557.800048828125,17.569000244140625,984.4000244140625,2.5789999961853027,2348.60009765625,50.75,380.75,304.5,473.75,1354.0,287.3999938964844,31.31999969482422,880.0,135.6750030517578,57.099998474121094,120.75,2790.0,97.75,67.51000213623047,14.729999542236328
2020-02-06,1565.0999755859375,17.788999557495117,964.7000122070312,2.5985000133514404,2259.10009765625,50.95000076293945,379.25,304.75,467.75,1352.5,288.20001220703125,31.239999771118164,881.0,135.89999389648438,57.70000076293945,121.125,2849.0,98.1500015258789,67.91000366210938,14.739999771118164
2020-02-07,1568.5999755859375,17.665000915527344,966.5999755859375,2.559000015258789,2232.10009765625,50.31999969482422,383.5,303.0,472.5,1361.5,289.29998779296875,30.969999313354492,882.0,135.1999969482422,57.099998474121094,121.32499694824219,2900.0,98.3499984741211,67.75,14.920000076293945
2020-02-10,1574.699951171875,17.757999420166016,964.2999877929688,2.557499885559082,2271.699951171875,49.56999969482422,381.75,301.75,472.5,1369.5,291.3999938964844,30.6200008392334,884.25,135.6999969482422,56.20000076293945,120.30000305175781,2940.0,100.30000305175781,68.19000244140625,15.039999961853027
2020-02-11,1565.5999755859375,17.572999954223633,970.9000244140625,2.5885000228881836,2287.60009765625,49.939998626708984,379.75,299.25,468.25,1360.5,290.79998779296875,30.719999313354492,884.75,134.6750030517578,56.125,119.07499694824219,2918.0,100.5,68.2300033569336,15.40999984741211
2020-02-12,1567.4000244140625,17.47800064086914,964.5,2.6059999465942383,2344.39990234375,51.16999816894531,383.0,304.0,471.0,1339.0,291.70001220703125,31.030000686645508,892.5,135.0500030517578,55.67499923706055,118.94999694824219,2904.0,100.6500015258789,68.58000183105469,15.779999732971191
2020-02-13,1575.0999755859375,17.600000381469727,971.9000244140625,2.619499921798706,2372.89990234375,51.41999816894531,379.5,295.75,466.0,1330.5,291.8999938964844,30.719999313354492,896.25,136.3249969482422,56.0,119.44999694824219,2988.0,104.44999694824219,67.75,15.15999984741211
2020-02-14,1582.699951171875,17.71500015258789,966.0,2.6054999828338623,2338.60009765625,52.04999923706055,377.75,296.0,465.5,1333.0,291.1000061035156,30.56999969482422,893.75,138.52499389648438,55.900001525878906,120.82499694824219,2904.0,109.0999984741211,67.41000366210938,15.0600004196167
2020-02-18,1600.0,18.131000518798828,991.2999877929688,2.609999895095825,2519.5,52.04999923706055,383.0,303.5,485.75,1343.0,292.20001220703125,30.479999542236328,892.25,139.3000030517578,65.5,121.42500305175781,2900.0,106.55000305175781,67.87000274658203,15.279999732971191
2020-02-19,1607.5,18.29199981689453,1001.7000122070312,2.612499952316284,2593.10009765625,53.290000915527344,380.5,301.25,479.75,1342.5,293.0,30.34000015258789,897.25,140.77499389648438,67.57499694824219,121.30000305175781,2925.0,106.80000305175781,68.4800033569336,15.579999923706055
