Date,^GSPC,^DJI,^IXIC,^RUT,^VIX,399001.SZ
2021-04-05,4077.909912109375,33527.19140625,13705.58984375,2264.889892578125,17.90999984741211,
2021-04-06,4073.93994140625,33430.23828125,13698.3798828125,2259.14990234375,18.1200008392334,14083.33984375
2021-04-07,4079.949951171875,33446.26171875,13688.83984375,2223.050048828125,17.15999984741211,13979.3095703125
2021-04-08,4097.169921875,33503.5703125,13829.3095703125,2242.60009765625,16.950000762939453,13989.9404296875
2021-04-09,4128.7998046875,33800.6015625,13900.1904296875,2243.469970703125,16.690000534057617,13813.3095703125
2021-04-12,4127.990234375,33745.3984375,13850.0,2233.780029296875,16.90999984741211,13495.7197265625
2021-04-13,4141.58984375,33677.26953125,13996.099609375,2228.919921875,16.649999618530273,13528.3095703125
2021-04-14,4124.66015625,33730.890625,13857.83984375,2247.719970703125,16.989999771118164,13738.0
2021-04-15,4170.419921875,34035.98828125,14038.759765625,2257.070068359375,16.56999969482422,13680.26953125
2021-04-16,4185.47021484375,34200.671875,14052.33984375,2262.669921875,16.25,13720.740234375
2021-04-19,4163.259765625,34077.62890625,13914.76953125,2232.0,17.290000915527344,14117.7998046875
2021-04-20,4134.93994140625,33821.30078125,13786.26953125,2188.2099609375,18.68000030517578,14101.900390625
2021-04-21,4173.419921875,34137.30859375,13950.2197265625,2239.6298828125,17.5,14151.150390625
2021-04-22,4134.97998046875,33815.8984375,13818.41015625,2232.610107421875,18.709999084472656,14209.4404296875
2021-04-23,4180.169921875,34043.48828125,14016.8095703125,2271.860107421875,17.329999923706055,14351.8603515625
2021-04-26,4187.6201171875,33981.5703125,14138.7802734375,2298.010009765625,17.639999389648438,14224.4501953125
2021-04-27,4186.72021484375,33984.9296875,14090.2197265625,2301.27001953125,17.559999465942383,14264.080078125
2021-04-28,4183.18017578125,33820.37890625,14051.0302734375,2304.159912109375,17.280000686645508,14398.3798828125
2021-04-29,4211.47021484375,34060.359375,14082.5498046875,2295.4599609375,17.610000610351562,14464.080078125
2021-04-30,4181.169921875,33874.8515625,13962.6796875,2266.449951171875,18.610000610351562,14438.5703125
2021-05-03,4192.66015625,34113.23046875,13895.1201171875,2277.449951171875,18.309999465942383,
2021-05-04,4164.66015625,34133.03125,13633.5,2248.2900390625,19.479999542236328,
2021-05-05,4167.58984375,34230.33984375,13582.419921875,2241.3701171875,19.149999618530273,
2021-05-06,4201.6201171875,34548.53125,13632.83984375,2241.419921875,18.389999389648438,14210.599609375
2021-05-07,4232.60009765625,34777.76171875,13752.240234375,2271.6298828125,16.690000534057617,13933.8095703125
2021-05-10,4188.43017578125,34742.8203125,13401.8603515625,2212.699951171875,19.65999984741211,13917.9697265625
2021-05-11,4152.10009765625,34269.16015625,13389.4296875,2206.989990234375,21.84000015258789,13966.7900390625
2021-05-12,4063.0400390625,33587.66015625,13031.6796875,2135.139892578125,27.59000015258789,14064.8701171875
2021-05-13,4112.5,34021.44921875,13124.990234375,2170.949951171875,23.1299991607666,13917.650390625
2021-05-14,4173.85009765625,34382.12890625,13429.98046875,2224.6298828125,18.809999465942383,14208.7802734375
2021-05-17,4163.2900390625,34327.7890625,13379.0498046875,2227.1201171875,19.719999313354492,14456.5400390625
2021-05-18,4127.830078125,34060.66015625,13303.6396484375,2210.8798828125,21.34000015258789,14450.599609375
2021-05-19,4115.68017578125,33896.0390625,13299.740234375,2193.639892578125,22.18000030517578,14484.4501953125
2021-05-20,4159.1201171875,34084.1484375,13535.740234375,2207.760009765625,20.670000076293945,14535.099609375
2021-05-21,4155.85986328125,34207.83984375,13470.990234375,2215.27001953125,20.149999618530273,14417.4599609375
2021-05-24,4197.0498046875,34393.98046875,13661.169921875,2227.340087890625,18.399999618530273,14506.6103515625
2021-05-25,4188.1298828125,34312.4609375,13657.169921875,2205.75,18.84000015258789,14846.4501953125
2021-05-26,4195.990234375,34323.05078125,13738.0,2249.27001953125,17.360000610351562,14793.6796875
2021-05-27,4200.8798828125,34464.640625,13736.2802734375,2273.070068359375,16.739999771118164,14897.1904296875
2021-05-28,4204.10986328125,34529.44921875,13748.740234375,2268.969970703125,16.760000228881836,14852.8798828125
2021-06-01,4202.0400390625,34575.30859375,13736.48046875,2294.739990234375,17.899999618530273,15034.7802734375
2021-06-02,4208.1201171875,34600.37890625,13756.330078125,2297.830078125,17.479999542236328,14857.91015625
2021-06-03,4192.85009765625,34577.0390625,13614.509765625,2279.25,18.040000915527344,14761.1298828125
2021-06-04,4229.89013671875,34756.390625,13814.490234375,2286.409912109375,16.420000076293945,14870.91015625
2021-06-07,4226.52001953125,34630.23828125,13881.7197265625,2319.179931640625,16.420000076293945,14862.599609375
2021-06-08,4227.259765625,34599.8203125,13924.91015625,2343.760009765625,17.06999969482422,14716.98046875
2021-06-09,4219.5498046875,34447.140625,13911.75,2327.1298828125,17.889999389648438,14718.400390625
2021-06-10,4239.18017578125,34466.23828125,14020.330078125,2311.409912109375,16.100000381469727,14893.58984375
2021-06-11,4247.43994140625,34479.6015625,14069.419921875,2335.81005859375,15.649999618530273,14801.240234375
2021-06-14,4255.14990234375,34393.75,14174.1396484375,2326.14990234375,16.389999389648438,
2021-06-15,4246.58984375,34299.328125,14072.8603515625,2320.070068359375,17.020000457763672,14673.33984375
2021-06-16,4223.7001953125,34033.671875,14039.6796875,2314.68994140625,18.149999618530273,14295.9296875
2021-06-17,4221.85986328125,33823.44921875,14161.349609375,2287.4599609375,17.75,14472.3701171875
2021-06-18,4166.4501953125,33290.078125,14030.3798828125,2237.75,20.700000762939453,14583.669921875
2021-06-21,4224.7900390625,33876.96875,14141.48046875,2286.090087890625,17.889999389648438,14641.2900390625
2021-06-22,4246.43994140625,33945.578125,14253.26953125,2295.949951171875,16.65999984741211,14696.2900390625
2021-06-23,4241.83984375,33874.23828125,14271.73046875,2303.469970703125,16.31999969482422,14843.830078125
2021-06-24,4266.490234375,34196.8203125,14369.7099609375,2333.6201171875,15.970000267028809,14784.7998046875
2021-06-25,4280.7001953125,34433.83984375,14360.3896484375,2334.39990234375,15.619999885559082,15003.849609375
2021-06-28,4290.60986328125,34283.26953125,14500.509765625,2322.340087890625,15.760000228881836,15150.169921875
2021-06-29,4291.7998046875,34292.2890625,14528.330078125,2308.840087890625,16.020000457763672,14999.7998046875
2021-06-30,4297.5,34502.51171875,14503.9501953125,2310.550048828125,15.829999923706055,15161.7001953125
2021-07-01,4319.93994140625,34633.53125,14522.3798828125,2329.360107421875,15.479999542236328,15038.8798828125
2021-07-02,4352.33984375,34786.3515625,14639.330078125,2305.760009765625,15.069999694824219,14670.7099609375
2021-07-06,4343.5400390625,34577.37109375,14663.6396484375,2274.5,16.440000534057617,14667.650390625
2021-07-07,4358.1298828125,34681.7890625,14665.0595703125,2252.85009765625,16.200000762939453,14940.0498046875
2021-07-08,4320.81982421875,34421.9296875,14559.7802734375,2231.679931640625,19.0,14882.900390625
2021-07-09,4369.5498046875,34870.16015625,14701.919921875,2280.0,16.18000030517578,14844.3603515625
2021-07-12,4384.6298828125,34996.1796875,14733.240234375,2281.820068359375,16.170000076293945,15161.51953125
2021-07-13,4369.2099609375,34888.7890625,14677.650390625,2238.860107421875,17.1200008392334,15189.2900390625
2021-07-14,4374.2998046875,34933.23046875,14644.9501953125,2202.360107421875,16.329999923706055,15056.3203125
2021-07-15,4360.02978515625,34987.01953125,14543.1298828125,2190.2900390625,17.010000228881836,15169.330078125
2021-07-16,4327.16015625,34687.8515625,14427.240234375,2163.239990234375,18.450000762939453,14972.2099609375
2021-07-19,4258.490234375,33962.0390625,14274.98046875,2130.679931640625,22.5,14992.900390625
2021-07-20,4323.06005859375,34511.98828125,14498.8798828125,2194.300048828125,19.729999542236328,15011.349609375
2021-07-21,4358.68994140625,34798.0,14631.9501953125,2234.0400390625,17.90999984741211,15212.599609375
2021-07-22,4367.47998046875,34823.3515625,14684.599609375,2199.47998046875,17.690000534057617,15262.1904296875
2021-07-23,4411.7900390625,35061.55078125,14836.990234375,2209.64990234375,17.200000762939453,15028.5703125
2021-07-26,4422.2998046875,35144.30859375,14840.7099609375,2216.919921875,17.579999923706055,14630.849609375
2021-07-27,4401.4599609375,35058.51953125,14660.580078125,2191.830078125,19.360000610351562,14093.6396484375
2021-07-28,4400.64013671875,34930.9296875,14762.580078125,2224.9599609375,18.309999465942383,14086.419921875
2021-07-29,4419.14990234375,35084.53125,14778.259765625,2240.030029296875,17.700000762939453,14515.3203125
2021-07-30,4395.259765625,34935.46875,14672.6796875,2226.25,18.239999771118164,14473.2099609375
2021-08-02,4387.16015625,34838.16015625,14681.0703125,2215.5,19.459999084472656,14798.16015625
2021-08-03,4423.14990234375,35116.3984375,14761.2900390625,2223.580078125,18.040000915527344,14736.919921875
2021-08-04,4402.66015625,34792.671875,14780.5302734375,2196.320068359375,17.969999313354492,14990.1103515625
2021-08-05,4429.10009765625,35064.25,14895.1201171875,2236.010009765625,17.280000686645508,14872.23046875
2021-08-06,4436.52001953125,35208.51171875,14835.759765625,2247.760009765625,16.149999618530273,14827.41015625
2021-08-09,4432.35009765625,35101.8515625,14860.1796875,2234.81005859375,16.719999313354492,14941.4404296875
2021-08-10,4436.75,35264.671875,14788.08984375,2239.360107421875,16.790000915527344,15057.58984375
2021-08-11,4442.41015625,35484.96875,14765.1396484375,2238.72998046875,16.170000076293945,15021.169921875
2021-08-12,4460.830078125,35499.8515625,14816.259765625,2244.070068359375,15.59000015258789,14901.9697265625
2021-08-13,4468.0,35515.37890625,14822.900390625,2223.110107421875,15.449999809265137,14799.0302734375
2021-08-16,4479.7099609375,35625.3984375,14793.759765625,2209.47998046875,16.1200008392334,14693.740234375
2021-08-17,4448.080078125,35343.28125,14656.1796875,2177.169921875,17.90999984741211,14350.650390625
2021-08-18,4400.27001953125,34960.69140625,14525.91015625,2158.780029296875,21.56999969482422,14454.1103515625
2021-08-19,4405.7998046875,34894.12109375,14541.7900390625,2132.419921875,21.670000076293945,14487.3603515625
2021-08-20,4441.669921875,35120.078125,14714.66015625,2167.60009765625,18.559999465942383,14253.5302734375
2021-08-23,4479.52978515625,35335.7109375,14942.650390625,2208.300048828125,17.149999618530273,14535.8798828125
2021-08-24,4486.22998046875,35366.26171875,15019.7998046875,2230.909912109375,17.219999313354492,14663.5498046875
2021-08-25,4496.18994140625,35405.5,15041.8603515625,2239.27001953125,16.790000915527344,14697.5
2021-08-26,4470.0,35213.12109375,14945.8095703125,2213.97998046875,18.84000015258789,14415.4599609375
2021-08-27,4509.3701171875,35455.80078125,15129.5,2277.14990234375,16.389999389648438,14436.900390625
2021-08-30,4528.7900390625,35399.83984375,15265.8896484375,2265.989990234375,16.190000534057617,14423.3701171875
2021-08-31,4522.68017578125,35360.73046875,15259.240234375,2273.77001953125,16.479999542236328,14328.3798828125
2021-09-01,4524.08984375,35312.53125,15309.3798828125,2287.06005859375,16.110000610351562,14314.08984375
