"","nombres","omega","alfa","beta","a","b"
"35","SQM",1.10367500402368,0.112780858883407,0.783990855880421,0.0246834921665751,0.949666290173472
"36","FMC",0.681334221141766,0.346569052841373,0.567138912999417,0.129251429292787,0.65091748126443
"37","EMN",0.425236651862337,0.131608376705871,0.797446920150873,0.0625123031348252,0.870345813884344
"38","JHX",0.313399988649693,0.155000561791578,0.803142198723617,0.060531946581989,0.854751903071688
"39","SMG",1.69140500315288,0.290272647258299,0.56338529074769,0.0658906239687487,0.843297084927001
"40","IFF",0.198198250893778,0.185625888862008,0.782467108953016,0.10118299524128,0.76923788552972
"41","SBSW",0.624311521831972,0.0771425423021359,0.890244376162689,0.0759890383806534,0.0842015561784116
"42","RPM",0.228057749388598,0.201763972942713,0.737075925354728,0.0616226142405404,0.902627639935614
"43","MOS",0.975452703755602,0.149645180673135,0.790004163914389,0.0988903208358261,1.54357465253213e-05
"44","KL",0.4045690815994,0.0783726982376372,0.872974467449852,0.0527906290287394,0.908521799723368
"45","TECK",0.67090477383437,0.0575517154087777,0.896985606930322,0.0567408755936873,0.900161713900478
"46","WLK",0.295829325739031,0.0927966367418073,0.874006333397227,0.0880123647074627,0.857440313881647
"47","AU",0.646227318222101,0.110513808107623,0.840044306468361,0.0293710945675293,0.893165646223105
"48","CX",0.577012544041895,0.0931441865055788,0.869007493092071,0.0954764962509873,0.698201521405316
"49","CF",0.637559300178388,0.101631255143306,0.82223900451754,0.0434569991274941,0.924138860492198
"50","KGC",0.55545238530961,0.102932204499065,0.845965667111598,0.0316473839209682,0.932482129268404
"51","SID",1.5374495723273,0.0891333729751243,0.830091997144336,0.0482644910773452,0.915164169628383
"52","GFI",0.434890658723791,0.103638816596872,0.871266459222369,0.0371983315557545,0.893363412618735
"53","ACH",1.15265647235752,0.117965077578008,0.813705124314094,0.0868473535825137,0.802885276755185
"54","STLD",0.833999988052393,0.113629241665532,0.792311334017552,0.0841838750335379,0.787075083332774
"55","RS",0.337522414875255,0.145582869534334,0.803249315282371,0.11920208899294,0.789299396061949
"56","CLF",3.06824076019676,0.135957473325158,0.725129787359849,0.0603070428146744,0.86441500278782
"57","RGLD",0.269149636356897,0.0922377267413001,0.852108569200883,0.0376504560914644,0.92194826468038
"58","ICL",0.0675951984094489,0.0344472628335133,0.952791676143438,0.00668088163079216,0.925622834212355
"59","AXTA",0.177853767399087,0.140916779520799,0.828826982726468,0.0237401345908648,0.957276259906417
"60","PAAS",0.489734347010144,0.111047917781825,0.864858481148159,0.0183758369540341,0.930907821642298
"61","HUN",0.443972800439552,0.181410864754719,0.761048248015625,0.143998129783353,0.510119154248336
"62","TX",1.87054661254633,0.194157323603235,0.602353769805966,0.0960543753704848,0.748412124516829
"63","MDU",0.248786255664429,0.255273124445749,0.743725920092436,0.101236922267958,0.759522083216913
"64","ASH",0.310280111155778,0.223287243289922,0.726171820793191,0.0320770229943565,0.93767251598022
"65","AUY",0.722201449719355,0.0910915321852285,0.838726805283774,0.0363900212415325,0.93092928487919
"66","KWR",0.590789639722946,0.331671201837491,0.596500685776872,0.035287428877767,0.934180328475705
"67","EXP",0.560445464207285,0.29375538192832,0.654740653074229,0.0747772149508567,0.771747793902875
"68","NEU",0.420400002056759,0.109367390764686,0.788649116240789,0.0226223915785318,0.813226610137125
"69","CC",0.224889820730469,0.0601846141954092,0.923085684903373,0.0389257614164793,0.924604460362457
"70","ESI",0.780211915052858,0.181270599605873,0.707829366767193,0.0376860782917616,0.891611808645556
"71","X",2.23975232114455,0.109495521084901,0.788579716816621,0.035934345416825,0.90607426052806
"72","WDFC",0.769773834252397,0.208862184354644,0.710579393461877,0.217101457861052,8.77386149923059e-08
"73","OLN",0.558809059302105,0.0869025207379937,0.877599435834448,0.120747546358631,0.658935842777901
"74","BCPC",0.109084200392208,0.106456472337381,0.869686069398559,0.0212701249534312,0.950555520991064
"75","AVNT",0.916981161687049,0.247873723277942,0.664175840531435,0.104798587606504,0.646670201412917
"76","SSRM",0.51405761696378,0.0894243428313424,0.870965043921416,0.0370542965680957,0.847606621485668
"77","BAK",2.2351839524167,0.165794962754073,0.708403916059358,0.0297124310205705,0.905914646442389
"78","AA",1.56201948067206,0.066884392572284,0.862112509324859,0.0318893531012735,0.930895093749405
"79","UFPI",0.311506599488953,0.163416108157706,0.796776714109359,0.154995547132814,0.720061370192922
"80","UNVR",0.415385955385971,0.205808509437555,0.771426262988185,0.0188087016872482,0.954433042000487
"81","SXT",0.0734734520287613,0.089064808075126,0.903332271018218,0.0541645712472447,0.796122987013994
"82","LTHM",1.26437838623565,0.0753664667115258,0.871381032069869,0.0633134744291715,0.787822066088134
"83","AGI",1.16125513071815,0.140123573217317,0.753493415669034,0.0279228013908992,0.945430817478315
"84","AG",5.37275670649649,0.218708207013825,0.494291302899459,4.56274637492041e-08,0.907074440999998
"85","NGVT",0.150966517134724,0.0713919660765041,0.914362678508549,0.0202226849706794,0.961792088101695
"86","HL",0.537161333327306,0.0709749441649759,0.912293364129576,0.0549549593734588,0.813420356882432
"87","SCL",0.238284816657056,0.126980293552912,0.817520011205114,0.00502840654232627,0.977934665414618
"88","SUM",0.375071299523951,0.0947359968241877,0.888748738958144,0.0312184202457131,0.915769314635328
"89","MEOH",0.699096563797085,0.0967144713510063,0.864134623074291,0.0233398637414191,0.940623632630491
"90","FUL",0.191062203929973,0.138058060681937,0.838186322923294,0.0829066419421676,0.821247755142988
"91","CBT",0.554582700471238,0.187211192583193,0.741929999640078,0.0348098865414204,0.929210686471158
"92","BVN",1.46864566037756,0.22553159520844,0.658460155899654,0.108580094193117,0.0506069516964538
"93","CMC",0.581039475534771,0.115173153805629,0.825575573588528,0.0180999199067033,0.97180360983537
"94","TROX",0.303838742891037,0.0959035600656748,0.891651729797148,0.0583511169638665,0.876001633873233
"95","IOSP",0.185954029000331,0.119314358535303,0.861411077905559,0.0978744522519397,0.788749084146272
"96","LAC",2.0658632706281,0.0788758030224988,0.867494994460414,0.0576024213611439,0.901168046778041
"97","AMRS",5.85310323474698,0.184770488662316,0.726614094309333,0.0160589131089679,0.955793365658261
"98","GOOGL",0.336584666659379,0.193383801148202,0.746999656531935,0.11213900433965,0.469673466249908
"99","GOOG",0.267383339675111,0.216489883815008,0.759128904369793,0.108602136971807,0.507647484079215
"100","FB",0.826203357706482,0.188168808656596,0.687399112381802,0.0417036998233041,0.885499713959066
"101","DIS",0.399602856663403,0.231048237995463,0.75410493143968,0.0321225068995696,0.936681490761574
"102","NFLX",0.0991749654573019,0.0597349701592075,0.928058558334839,0.0690693946873791,0.738965175212247
"103","VZ",0.0314818468614876,0.138900365842889,0.859842502606248,0.0820373510055819,0.872588013008036
"104","CMCSA",0.164137361917549,0.1520725892048,0.817825256177629,0.0449387802298255,0.909425430058973
"105","T",0.0884202599941479,0.186300706038197,0.800313967419739,0.0934235116294168,0.87947926994382
"106","TMUS",0.234606603091823,0.20525760919825,0.78070478209838,0.0941138641578153,0.659273839786056
"107","CHTR",0.469994768304936,0.237377591480603,0.631827380115335,0.0714522657216658,0.861647838066818
"108","SE",0.798347708842387,0.105310098233187,0.83824531827112,0.0406326523204025,0.914891935680279
"109","ZM",0.800349619199644,0.0948682332482587,0.889951039593312,0.0516253689488395,0.908522727120527
"110","BIDU",2.55245046479442,0.315947601957966,0.46221707478439,0.0340411524075599,0.956561722749742
"111","NTES",0.946660453961783,0.108769523652073,0.780809011852542,0.0330110935245038,0.906770015201748
"112","SNAP",4.3726404776384,0.115582766662042,0.674536043283298,0.0228947551505242,0.963021923668482
"113","ATVI",0.449684735245676,0.121028670350003,0.790194364045001,0.0497314676537564,0.887785126450467
"114","SPOT",2.08933736868038,0.151931014486278,0.66144636738788,0.0196737667484945,0.926396879848295
"115","TWLO",1.12984679205701,0.0633905297464574,0.857640900709297,0.023134016104405,0.95613592780954
"116","ROKU",0.615023290722478,0.0329255990109416,0.933583644825742,0.00484351468329167,0.958871355368355
"117","AMOV",0.223925324945394,0.122718002844221,0.847297864969564,0.0481482481825249,0.850679380488534
"118","VOD",0.117114183626328,0.0665334668311088,0.913889499148415,0.0630021401310789,0.91151213329726
"119","AMX",0.144417325852909,0.0945573072834597,0.878383829332795,0.028530106098344,0.948060386580172
"120","RELX",0.096949545139409,0.160419413824316,0.822038854561633,0.0313766501474848,0.928741907460879
"121","BILI",0.0251452327803007,3.60168619350429e-09,0.998999934771491,0.0248769127707802,0.922191603531144
"122","TME",0.0482606532111128,0.012819033082728,0.982477858520749,0.0228814504437575,0.962630032999278
"123","PINS",4.74155612527019,0.224946149775629,0.594551094980009,0.0767226590752429,0.869490347973913
"124","EA",0.403684703050636,0.193149697772871,0.707290228524061,0.067230471838677,0.882823356014159
"125","BCE",0.0905363591908123,0.227350312827884,0.726338212641479,0.0981699937198267,0.775909763355253
"126","TWTR",1.55992074363833,0.276222949628724,0.662201044834497,0.125033470537195,0.721890935900835
"127","LBRDA",0.445599786462782,0.220641735766298,0.664339748557092,0.0542422812498379,0.872441812045704
"128","LBRDK",0.473751567691574,0.242867582913479,0.636591907876995,0.0535129408212125,0.869252615710347
"129","MTCH",1.3998394533821,0.199852729059403,0.660245698770411,0.0480903520422735,0.852601552750461
"130","Z",0.958302064167988,0.131096272597101,0.826328244325076,0.0753945605913375,0.864695774333453
"131","ZG",1.15607927809136,0.162027308748124,0.789185504329873,0.0746617594151556,0.872302075920038
"132","ORAN",0.0356343008361382,0.0922875852567749,0.899410641193855,0.0329065903987035,0.945836306980722
"133","CHT",0.138169224071042,0.217037403509171,0.558311736772008,0.031425691255747,0.84004511408709
"134","VIAC",0.653614683262806,0.203069075711378,0.768004967999533,0.0573909834549214,0.902420841848507
"135","VIACA",0.529875564258115,0.218548614518679,0.758824541523965,0.0523968781673967,0.898338107669531
"136","TU",0.0978148235785695,0.188612174061015,0.774806895326344,0.192749113140832,0.476039279981319
"137","SIRI",0.416837800220274,0.359291224436619,0.63970844130451,0.122647074769548,0.761193836964946
"138","RCI",0.196579873986768,0.256200402152927,0.742799593330148,0.0365351890150891,0.922907960927258
"139","TLK",0.232677044975477,0.128657551889894,0.849140846913009,0.0167165923967139,0.961609527878217
"140","TTWO",1.52981177081471,0.286844193414807,0.453251996947282,0.0422386271410629,0.871450004233917
"141","YNDX",0.242306895691765,0.0933041121804427,0.87337283122424,0.0542186891869108,0.912847834490092
"142","ATUS",0.587733170740701,0.125783338117578,0.802188609813443,0.0365013176181269,0.946951161197671
"143","FOXA",0.235628184823541,0.151327395288217,0.826668722111213,0.0600294733508523,0.88678452376982
"144","FOX",0.186079078501734,0.156552066937195,0.824794388936674,0.0558582752944662,0.893670375018634
"145","DISCA",1.02799002085655,0.238532289422243,0.681024034991579,0.0518840107206774,0.916855569960396
"146","DISCK",1.44982482596412,0.253169510946002,0.614241681350105,0.0433895311700943,0.923905256099906
"147","DISCB",9.15007057353941,0.541778320557331,0.457221650959259,0.185542300725779,2.47184601575528e-05
"148","SKM",0.435025296626684,0.121753870438174,0.795057702990616,0.0130553332205005,0.955973607196306
"149","IQ",0.0420882841419241,2.76817391704265e-08,0.998999972226684,0.0678653620175565,0.815184081851994
"150","LSXMB",9.49925414253576e-14,0.17938676110316,0.00180290142453951,6.02831864532707e-07,0.920415148576161
"151","DISH",0.370054026515776,0.168308725878924,0.827490776766355,0.0854217688545039,0.876014104395613
"152","LSXMA",0.178135627808247,0.24179208591257,0.75720774479024,0.15718146944039,1.65376260130185e-06
"153","LSXMK",0.171509171257351,0.222771488958834,0.776228230491242,0.0407842177465674,0.83055310930645
"154","LBTYB",0.0083224889692029,0.0889275849649283,0.910072405633764,0.0108341291520741,0.919889903053202
"155","LYV",0.922799538232295,0.262296839305171,0.73670089684526,0.0533982913214546,0.874549970965103
"156","LBTYA",0.349765827521581,0.100606233571207,0.828438653969703,0.052380463410593,0.868389062344777
"157","LBTYK",0.359217615475424,0.0992893063578289,0.829070656146434,0.0514104445115654,0.864700022599866
"158","OMC",0.222475380569964,0.229726187711238,0.743967394626164,0.0615157933515983,0.908284351625012
"159","ATHM",2.93810127770201,0.128490089278826,0.590644335930945,0.0221163581167108,0.966805375792874
"160","WPP",0.141145298508833,0.109672498416611,0.881075919487171,0.0584949004210909,0.915374127584851
"161","LUMN",0.460083403950362,0.0945281831709481,0.863670186961206,0.0950846973250256,0.860004773448269
"162","CABO",0.321438606487609,0.147367463699169,0.787390144333084,0.059635832627122,0.880335594706241
"163","ZNGA",2.04134098022671,0.21690394910664,0.508555042564189,0.121810495191528,0.731674325688856
"164","NWSA",0.474502457940586,0.211808540411887,0.716663796916257,0.0447920517165963,0.877559843424087
"165","NWS",0.553737075624632,0.251136152412679,0.677401279401392,0.179539577496662,0.427240306914452
"166","WB",0.00484507357139231,7.33867679122732e-08,0.998999906603779,0.00952533546406443,0.989464228326634
"167","FWONA",0.179169146030321,0.115226801795007,0.855388116463253,0.0101192237551238,0.923191850014342
"168","IPG",0.220560014014727,0.126184132097171,0.852528393770288,0.0847107023238597,0.855374011281175
"169","FWONK",0.179642076428768,0.131637952116668,0.836953560527836,0.0215033392719611,0.88725931012048
"170","SJR",0.412721125367066,0.502304626707957,0.496695331316093,0.154622007761493,0.792004649773228
"171","NYT",0.115954531526838,0.0428179198074155,0.937463733792245,0.104159562249757,0.53286849555552
"172","FVRR",2.75571842380971,0.119469656462683,0.766374596286846,0.056208228132155,0.851638765758486
"173","MBT",0.193615816703002,0.151000104902411,0.796847775009533,0.0551408006334133,0.89142302353546
"174","YY",5.66630724515714,0.215098591765814,0.436518745866594,0.00822940069329385,0.991558427269305
"175","PSO",0.252073731328269,0.135568535204517,0.863431463484743,0.0844332307526257,0.833724459105536
"176","IRDM",0.475703580891195,0.107200967300489,0.854162337845901,0.0326938632497399,0.920196485365099
"177","PHI",0.216368216082216,0.0878473736872801,0.856938573462544,0.0240222547162112,0.944181329453403
"178","ANGI",4.19392154565959,0.15191847613514,0.631976611265429,0.0154103841439615,0.946994137426967
"179","TIMB",0.52439036253006,0.115135451911218,0.826736307327419,0.0444353799281368,0.919436703701593
"180","HUYA",0.101627206737905,1.49904811426124e-08,0.993427003563207,0.048647362855787,0.910145354944973
"181","KT",0.196046462955622,0.164077762829817,0.780406440854162,0.0169384962103344,0.966502110463129
"182","TKC",0.361166601112596,0.120127134515656,0.805965191836939,0.0424891783406282,0.893948841985927
"183","NXST",0.353281647733497,0.179991049969437,0.785245971084311,0.111563909891976,0.753299713929101
"184","TV",0.44470569889064,0.0952429756988616,0.87484185612049,0.12853797500816,0.705762809359149
"185","DOYU",0.807335152736376,0.0243778959700615,0.933380066228381,0.0213858389253247,0.958176475792352
"186","WWE",0.223351771051001,0.0442121286725346,0.921347814515741,0.0626819651214897,0.761000342185914
"187","MSGS",0.295449820417228,0.183791814961417,0.763474494582512,0.0588230885174591,0.823767629202602
"188","MGNI",1.99641617662749,0.0776725734458374,0.868318413422558,0.0729383777358683,0.877197422193515
"189","DAO",21.677376691687,0.192872569100817,0.2753421796639,0.0208298492009354,0.803978810503209
"190","TIGO",0.166307906140867,0.11761694528003,0.872834493497027,0.00486810268920201,0.944497025628318
"191","CARG",0.347792824595957,0.0445297975337625,0.924051770428952,0.0829097684778326,0.804119827786791
"192","TGNA",0.211939252395347,0.0759237312276093,0.898639042631388,0.0681340670172415,0.857992608714929
"193","MOMO",2.56117622378972,0.0915760353725552,0.670128921537983,0.00364846696425553,0.982122351641192
"194","VG",0.428399909203161,0.110798705341716,0.861541821619315,0.0243645625404225,0.700458446209673
"195","AMZN",0.271302791498058,0.115538621837372,0.830374807251378,0.0999522111488657,0.776295550180281
"196","TSLA",0.323676901563493,0.125966727605825,0.873033243863297,0.089270672671323,0.750172377787662
"197","BABA",1.20500290410404,0.0899758386859021,0.740666295676081,0.0415901352261743,0.943058803782792
"198","HD",0.193552250360412,0.188337319000712,0.747538275610927,0.0667524208434833,0.897664186903993
"199","PDD",0.141964800889734,2.44445983489831e-08,0.993304645647223,0.0380093164066842,0.899552624275972
"200","NKE",0.642647029958347,0.276712642353667,0.609680442977129,0.0973197338539837,0.819398093531215
"201","TM",0.285992732069173,0.18817156002345,0.708740287766203,0.0358106464029379,0.945050925156194
"202","MCD",0.106989232439579,0.149174860466172,0.797839210821632,0.0508203322598208,0.88049555194848
"203","JD",2.04959361757939,0.100404942781621,0.678767632093173,0.0316728283509679,0.951363682515113
"204","LOW",0.284301105351717,0.250360828169617,0.705423869514046,0.0326221144859297,0.939933245935882
"205","SBUX",0.332210862682967,0.23614512188708,0.703977802239066,0.0376751744216493,0.915077468752332
"206","MELI",1.19597426929501,0.159898915223464,0.743701221654637,0.0678134851298392,0.87744632000014
"207","NIO",0.153486697913059,0.0325637018869741,0.959659117475628,0.0307306310744795,0.879507816503697
"208","BKNG",0.575288789305418,0.212422673911848,0.740098287972566,0.0142583821761306,0.969222167869194
"209","TJX",0.289770911638717,0.143870017061989,0.814259848372085,0.0452943510594439,0.896799970596108
"210","GM",0.410366700041507,0.112827575897845,0.846401714946974,0.0561613195560586,0.895621199406281
"211","STLA",0.498974288424403,0.176588936427664,0.7613449845517,0.0361789225440364,0.919444447636791
"212","CVNA",0.209930169471478,0.0895711685702328,0.909428823494493,0.0305436790434706,0.945298006075685
"213","HMC",0.1548662239423,0.11826541594272,0.843038459554226,0.0478348220063925,0.911996788985774
"214","PTON",0.0590057089370235,0.0126032420875744,0.984852587923918,0.0606556227265439,0.828046614522995
"215","F",0.8799461318943,0.188414548710362,0.740699128361381,0.0745734206412714,0.835073172356652
"216","LULU",0.23352028918788,0.0836269476242024,0.882926717975758,0.0266451640268427,0.935347553402327
"217","CHWY",2.62574795099363,0.148639347186481,0.680727052667622,0.0284443471272137,0.898122434199173
"218","CMG",0.332314631512502,0.177967373620302,0.76922158877849,0.047516127257195,0.847823757449805
"219","ROST",0.362788973193453,0.176253206427251,0.792388561040318,0.0639719911102162,0.761281014915065
"220","LVS",0.36666808176811,0.101194703229547,0.864339469707787,0.0497072266230783,0.912123138196419
"221","RACE",0.185970275788421,0.110834100767538,0.849405708260162,0.0270760284268462,0.955943623786326
"222","EBAY",0.703562199637884,0.137079537266532,0.743583750212418,0.054556359868514,0.860450131165831
"223","MAR",0.323075284736047,0.159817957002168,0.817509052170335,0.15429844244393,1.77686472054612e-06
"224","APTV",0.490392396458314,0.202796190255757,0.746153557270939,0.0141423758429339,0.982522070412785
"225","VFC",0.403847515841163,0.18644964676549,0.796546652439919,0.137787843388398,0.768382570505193
"226","ORLY",0.17596468659981,0.157587777982213,0.781263188170968,0.0560020405177706,0.869328738034252
"227","YUM",0.13151102652954,0.189683089125659,0.771361521467882,0.079192068230918,0.777840544853507
"228","W",1.54529472618852,0.16487519223724,0.803521403024647,0.0359377450161151,0.892964239674476
"229","BBY",0.392785143163783,0.132577086784264,0.825383013561189,0.0501535471771583,0.927546449397969
"230","BLL",0.294489365292855,0.132440037834129,0.780303708881503,0.0224419993554172,0.967299316673009
"231","HTHT",1.82411430061976,0.203090099539626,0.620055375652391,0.0229152256839268,0.858945391565376
"232","HLT",0.26699020777785,0.110136251037826,0.850875807314458,0.047058446674664,0.874565858650581
"233","DHI",0.315767261991996,0.144170662699751,0.822341787183534,0.0351190585181059,0.94254532957095
"234","AZO",0.182126749747825,0.124162439898786,0.809491593407527,0.0526086769847783,0.841427367203732
"235","LEN",0.351161209250999,0.154524978463228,0.813258331071711,0.0324235721895968,0.943328034164235
"236","ETSY",0.996935451693156,0.10122953955263,0.845045092682609,0.0332625773501475,0.917892864057254
"237","LEN-B",0.307131895275211,0.137707524299286,0.834082430242626,0.0346526911053404,0.94026026891997
"238","YUMC",0.223778270272479,0.178846467804782,0.788756883200208,0.0060590422112846,0.943815806423055
"239","MGA",0.59004350435243,0.134157846483749,0.781983267705608,0.0265730283135087,0.959251602519787
"240","CCL",0.99500097913645,0.17385916097956,0.814442133701085,0.0278283223985599,0.923013192097513
"241","FTCH",1.34099257032747,0.0897545235234005,0.841487759186183,0.0113343685753355,0.9532177881554
"242","IP",0.0798500612037355,0.0982767000574767,0.890652920921492,0.051896111704101,0.9180340884529
"243","DKNG",0.0882372131720869,0.0263265993788268,0.967524954553878,0.0562307645559272,7.86677049844827e-07
"244","VIPS",0.272277044360253,0.0410076874469223,0.949504118110022,8.20235301559133e-08,0.919920696312687
"245","KMX",0.551509509209401,0.21627554552412,0.727547320023214,0.0193370379718706,0.959318064882905
"246","TCOM",0.651986373233182,0.0830557421646566,0.839057759431328,0.0175565003995479,0.976240763842219
"247","EXPE",0.441803909078395,0.128120709678318,0.868525422323054,0.0489688375479297,0.927101715315376
"248","ROL",0.47171614925397,0.190393244828842,0.716625090952718,0.0347229875010928,0.916885174518452
"249","TSCO",0.40444679932134,0.111686319053609,0.797693111956164,0.0558435644970341,0.880266858994527
"250","QSR",0.182435858231796,0.202880911083398,0.76781944387262,0.029294132257866,0.943844069482321
"251","AMCR",0.109421242196396,0.138886817538116,0.833968282517706,0.030266857439099,0.891389821753053
"252","NVR",0.254983673889451,0.150177533712647,0.819522850330493,0.0235940975266526,0.958468858319537
"253","BURL",0.639613160504764,0.0874124024770637,0.867801817910248,0.0607967646041913,0.893545261631805
"254","ULTA",0.575805324659578,0.122671153032889,0.813346359333533,0.0949800452279815,0.686563789997492
"255","CZR",0.750772566934211,0.225755183085631,0.756015663514969,0.00522571155816749,0.954312645932512
"256","RCL",0.574071607511881,0.131272657619009,0.867727264616142,0.0218470110655411,0.913114499030786
"257","PENN",2.54937320447494,0.273882125089769,0.693159032144018,0.00834982992230041,0.950653255347627
"258","DRI",0.616117860447988,0.262459921447108,0.706517214405395,0.0953956775827948,0.813527334276988
"259","DPZ",0.0715975008781919,0.0486768511920145,0.950323010645065,0.0187861922938727,0.702904377776431
"260","POOL",0.274307107731538,0.151886070335398,0.810554295011972,0.155323912199139,0.410662278618015
"261","MGM",0.951688687730169,0.173935429876443,0.778182254715196,0.0442893613347034,0.898823429350202
"262","GPC",0.192230355721208,0.165162633047279,0.794850481202174,0.0275673333454529,0.957073155840838
"263","CUK",0.894996064771574,0.166600505013989,0.820987754503282,0.0230354279744335,0.932447884605495
"264","PKG",0.0609243952378903,0.0890012352710211,0.895809775973611,0.0359250841007164,0.926986944251488
"265","HAS",0.184018199828776,0.119109641868778,0.858991414533617,0.032281582313211,0.947665280140466
"266","PHM",0.388944167251371,0.156362947907059,0.804503678288553,0.0295182956601495,0.951956016745278
"267","FBHS",0.183219797799031,0.120845865123569,0.849513013765451,0.0335022818977652,0.933444692736462
"268","WHR",0.218564462810776,0.120444359303749,0.852010086938905,0.04392197836168,0.911214018833685
"269","CCK",0.310871774694221,0.138963107481628,0.792721796863955,0.036362006210929,0.939341339311121
"270","TTM",0.490591890695745,0.0933379780266671,0.887261478667544,0.0902834800894767,0.699546568010516
"271","WYNN",0.57053275283199,0.144151796422973,0.831187784967099,0.0400279491950183,0.925408469488792
"272","WRK",0.177547603540277,0.0995621759133745,0.884428836366489,0.0537858294692189,0.915186184649061
"273","LKQ",0.258449576132496,0.174620737011152,0.792325209593544,0.0283876752454754,0.936332716210518
